?class	?label	?definition
<http://purl.obolibrary.org/obo/ENVO_01001676>	"marine cline"	"A cline which is part of a marine water body."
<http://purl.obolibrary.org/obo/ENVO_01000127>	"marine cold seep biome"	"A marine benthic biome which is determined by a cold seep."
<http://purl.obolibrary.org/obo/ENVO_01000108>	"marine cold-water sphere"	"The marine cold-water sphere describes a water mass extending from the polar seas and across low latitudes at depths of ca. 800 to 1000 m, which is separated from the marine warm-water sphere by the permanent marine thermocline"
<http://purl.obolibrary.org/obo/ENVO_01000145>	"marine coral reef back reef"	
<http://purl.obolibrary.org/obo/ENVO_01000049>	"marine coral reef biome"	"The marine coral reef biome comprises constructional wave-resistant entities which are primarily built by corals and are often cemented together. The growth of these structures is aided by zooxanthellae, algae that are symbiotic with the reef-building corals."
<http://purl.obolibrary.org/obo/ENVO_01000148>	"marine coral reef buttress zone"	
<http://purl.obolibrary.org/obo/ENVO_01000146>	"marine coral reef crest"	
<http://purl.obolibrary.org/obo/ENVO_01000149>	"marine coral reef deep fore reef"	
<http://purl.obolibrary.org/obo/ENVO_01000144>	"marine coral reef flat zone"	
<http://purl.obolibrary.org/obo/ENVO_01000147>	"marine coral reef fore reef"	
<http://purl.obolibrary.org/obo/ENVO_01000067>	"marine current"	"A water current which is maintained by a continuous, directed movement of marine water, generated by forces caused by breaking waves, wind, Coriolis force, temperature and salinity differences, and tides caused by the gravitational pull of astronomical bodies. Depth contours, shoreline configurations and interaction with other currents influence a current's direction and strength."
<http://purl.obolibrary.org/obo/ENVO_01000064>	"marine downwelling"	"A marine downwelling describes a net current of marine surface water towards deeper regions of the water column. Marine downwellings are usually caused by differences in the density (and hence, temperature and salinity) of seawater."
<http://purl.obolibrary.org/obo/ENVO_01001788>	"marine ecosystem"	
<http://purl.obolibrary.org/obo/ENVO_01000320>	"marine environment"	"A marine environment and enviroment which is determined by a marine water body."
<http://purl.obolibrary.org/obo/ENVO_01001201>	"marine environmental zone"	"An astronomical body part which is part of a marine environment."
<http://purl.obolibrary.org/obo/ENVO_01000410>	"marine eulittoral zone"	"The eulittoral zone extends from the spring high tide line, which is rarely inundated, to the spring low tide line, which is rarely not inundated. The wave action and turbulence of recurring tides shapes and reforms cliffs, gaps, and caves, offering a huge range of habitats for sedentary organisms."
<http://purl.obolibrary.org/obo/ENVO_01001376>	"marine faunal bed"	"A marine bed which is covered by animals which have benthic habitats, including attached, clinging, sessile, infaunal, burrowing, laying, interstitial, and slow-moving animals, but not animals that have created substrate."
<http://purl.obolibrary.org/obo/ENVO_01000028>	"marine hadal zone biome"	"The marine hadal zone biome describes sea floor deeper than 6000 m such as that of the oceanic trenches."
<http://purl.obolibrary.org/obo/ENVO_01000130>	"marine hydrothermal plume"	"A marine hydrothermal vent plume, part of a marine hydrothermal vent, is a high temperature water jet laden with dissolved metals and minerals that is driven by heat generated due to tectonic activity below the vent."
<http://purl.obolibrary.org/obo/ENVO_01000122>	"marine hydrothermal vent"	"A marine hydrothermal vent is a marine benthic feature where heat generated due to tectonic activity, either at divergent plate boundaries or convergent ocean plates where back-arc spreading occurs, is released or 'vented' to the surface. The resultant high temperature water jets are laden with dissolved metals and minerals."
<http://purl.obolibrary.org/obo/ENVO_01000030>	"marine hydrothermal vent biome"	"The marine hydrothermal vent biome comprises regions of the marine benthic biome where heat generated due to tectonic activity, either at divergent plate boundaries or convergent ocean plates where back-arc spreading occurs, is released or 'vented' to the surface. The resultant high temperature water jets are laden with dissolved metals and minerals."
<http://purl.obolibrary.org/obo/ENVO_01000129>	"marine hydrothermal vent chimney"	"A column of solid material which has been progressively deposited around a hydrothermal vent."
<http://purl.obolibrary.org/obo/ENVO_00000298>	"marine iceberg"	"A large mass of detached land ice in the sea or stranded in shallow water."
<http://purl.obolibrary.org/obo/ENVO_03600041>	"marine lake"	"A lake which is connected to a marine water body via tunnels or cracks in the soil."
<http://purl.obolibrary.org/obo/ENVO_01000295>	"marine layer"	"A layer that is part of a marine water body."
<http://purl.obolibrary.org/obo/ENVO_01000125>	"marine littoral zone"	"The marine littoral zone is a littoral zone which extends, approximately, from the spray region above the high tide mark to the edge of the coninental shelf."
<http://purl.obolibrary.org/obo/ENVO_00000213>	"marine mesopelagic zone"	"The zone of an ocean immediately below the photic zone down to a depth where the water temperature is 10degC (the thermocline)."
<http://purl.obolibrary.org/obo/ENVO_01000353>	"marine mesoscale eddy field"	"A mesoscale eddy field is an expanse of marine water which includes coherent vortices, as well as a rich cascade of other structures such as filaments, squirts and spirals and is characterized by temperature and salinity anomalies with associated flow anomalies that are nearly in geostrophic balance. Although only the surface expression of mesoscale eddies is visible in satellite images of sea surface height or temperature, they are in fact three dimensional structures that reach down into the pycnocline."
<http://purl.obolibrary.org/obo/ENVO_00005795>	"marine mud"	"Mud which is part of a marine ecosystem."
<http://purl.obolibrary.org/obo/ENVO_01000025>	"marine neritic benthic zone biome"	"The marine neritic zone biome comprises sea floor from the high tide mark to a continental shelf break. This zone generally extends to 200 m below average sea level."
<http://purl.obolibrary.org/obo/ENVO_00000206>	"marine neritic zone"	"The water mass of an ocean directly above a continental shelf."
<http://purl.obolibrary.org/obo/ENVO_01000078>	"marine nutricline"	"A nutricline which is part of a marine water body."
<http://purl.obolibrary.org/obo/ENVO_01000073>	"marine oligotrophic desert"	"A marine water mass which is composed primarily of water with low concentrations of nutrients."
<http://purl.obolibrary.org/obo/ENVO_01000065>	"marine oxygen minimum zone"	"A marine water mass which is characterized by having much lower than normal dissolved oxygen concentrations persistently."
<http://purl.obolibrary.org/obo/ENVO_01000023>	"marine pelagic biome"	"The marine pelagic biome (pelagic meaning open sea) is that of the marine water column, from the surface to the greatest depths."
<http://purl.obolibrary.org/obo/ENVO_00000208>	"marine pelagic zone"	"An open ocean region."
<http://purl.obolibrary.org/obo/ENVO_00000209>	"marine photic zone"	"The zone of an ocean from the surface to where photosynthesis can occur, due to the penetration of light."
<http://purl.obolibrary.org/obo/ENVO_01000160>	"marine pockmark"	"Pockmarks are craters in the seabed resulting from the release of gas or liquid. Generally, they are formed in soft, fine-grained seabed sediments by the escape of fluids (gas or water, but mainly methane) into the water column."
<http://purl.obolibrary.org/obo/ENVO_01000077>	"marine pycnocline"	"A pycnocline which is part of a marine water body and composed primarily of sea water."
<http://purl.obolibrary.org/obo/ENVO_01000143>	"marine reef"	"A reef which is located in a marine water body."
<http://purl.obolibrary.org/obo/ENVO_01000029>	"marine reef biome"	"A biome expressed by strips or ridges of rocks, sand, or coral that rises to or near the surface of a body of marine water."
<http://purl.obolibrary.org/obo/ENVO_01000022>	"marine salt marsh biome"	"The marine salt marsh biome comprises marshes that are transitional intertidals between land and salty or brackish marine water (e.g.: sloughs, bays, estuaries). It is dominated by halophytic (salt tolerant) herbaceous plants. The daily tidal surges bring in nutrients, which tend to settle in roots of the plants within the salt marsh. The natural chemical activity of salty (or brackish) water and the tendency of algae to bloom in the shallow unshaded water also allow for great biodiversity."
<http://purl.obolibrary.org/obo/ENVO_01000161>	"marine sponge reef"	"A marine sponge reef is marine reefs primarily built by marine sponges. The primary frame-building sponges are all members of the order Hexactinosa. They are found only in glacier-scoured troughs of low-angle continental shelf. The seafloor is stable and consists of rock, coarse gravel, and large boulders."
<http://purl.obolibrary.org/obo/ENVO_01000123>	"marine sponge reef biome"	"The marine sponge reef biome comprises marine reefs primarily built by marine sponges. The primary frame-building sponges are all members of the order Hexactinosa. They are found only in glacier-scoured troughs of low-angle continental shelf. The seafloor is stable and consists of rock, coarse gravel, and large boulders."
<http://purl.obolibrary.org/obo/ENVO_01000068>	"marine streamer"	"Marine streamers are tongues of cold water that extend > 100 km offshore from upwelling regions. Enhanced primary productivity may occur in these waters as they are typically more nutrient rich than marine surface waters."
<http://purl.obolibrary.org/obo/ENVO_01000126>	"marine sub-littoral zone"	"The marine sublittoral zone is part of the marine littoral zone which is permanently covered by seawater. In physical oceanography, the sublittoral zone refers to coastal regions with significant tidal flows and energy dissipation, including non-linear flows, internal waves, river outflows and oceanic fronts. In practice, this typically extends to the edge of the continental shelf, with depths around 200 meters. In marine biology, the sublittoral refers to the areas where sunlight reaches the ocean floor, that is, where the water is never so deep as to take it out of the photic zone."
<http://purl.obolibrary.org/obo/ENVO_01000150>	"marine subtidal rocky reef"	"A rocky reef which is located in the subtidal zone of a marine water body."
<http://purl.obolibrary.org/obo/ENVO_01000050>	"marine subtidal rocky reef biome"	"The marine rocky subtidal reef biome comprises regions of the marine reef biome composed mainly of rock and which harbour abundant communities of algae and invertebrates. These reefs are often very patchy, with alterations of rocks dominated by rich invertebrate assemblages and turf-forming calcareous red algae."
<http://purl.obolibrary.org/obo/ENVO_01000124>	"marine supra-littoral zone"	"The supralittoral zone is the area above the spring high tide line that is regularly splashed, but not submerged by ocean water. Seawater penetrates these elevated areas only during storms with high tides."
<http://purl.obolibrary.org/obo/ENVO_01000099>	"marine surface current"	"A marine current bordered by the surface of the water column and the permanent thermocline, where it occurs. Surface currents are mostly wind driven and mostly limited to the top 400 m of the water column. Ocean currents are driven by the circulation of wind above surface waters. Frictional stress at the interface between the ocean and the wind causes the water to move in the direction of the wind. Large ocean currents are a response of the atmosphere and ocean to the flow of energy from the tropics to polar regions. In some cases, currents are transient features and affect only a small area. Other ocean currents are essentially permanent and extend over large horizontal distances."
<http://purl.obolibrary.org/obo/ENVO_00000509>	"marine terrace"	"A terrace which is located in a marine water body."
<http://purl.obolibrary.org/obo/ENVO_01000075>	"marine thermocline"	"A thermocline which is part of a marine water body."
<http://purl.obolibrary.org/obo/ENVO_01001336>	"marine tidal flow"	"A marine current which is maintained by a tidal flow process."
<http://purl.obolibrary.org/obo/ENVO_01001341>	"marine tidal flow zone"	"An environmental zone in which varying gravitational forces from astronomical bodies, combined with the rotation of the astronomical body containing the zone, cause marine waters to undergo periodic depth oscillations (tides)."
<http://purl.obolibrary.org/obo/ENVO_01000053>	"marine ultramafic hydrothermal vent biome"	"A marine ultramafic hydrothermal vent biome comprises regions of themarine  hydrothermal vent biome hosted on ultramafic (also referred to as ultrabasic) rocks. Ultramafic rocks are igneous and meta-igneous rocks with very low silica content (less than 45%), generally >18% MgO, high FeO, low potassium, and are composed of usually greater than 90% mafic minerals  (dark colored, high magnesium and iron content). The Earth's mantle is composed of ultramafic rocks."
<http://purl.obolibrary.org/obo/ENVO_01000858>	"marine upwelling biome"	"A marine biome which contains communities adapted to living in an environment determined by an upwelling process."
<http://purl.obolibrary.org/obo/ENVO_01000109>	"marine warm-water sphere"	"The marine warm-water sphere describes a water mass extending to depths of ca. 800 to 1000 m in low and middle latitudes. It is separated from the marine cold-water sphere by the permanent marine thermocline"
<http://purl.obolibrary.org/obo/ENVO_00001999>	"marine water body"	"A lentic water body which is composed primarily of marine water."
<http://purl.obolibrary.org/obo/ENVO_01000686>	"marine water mass"	"A mass of marine water."
<http://purl.obolibrary.org/obo/ENVO_01000052>	"marine white smoker biome"	"A marine white smoker biome comprises regions of the marine hydrothermal vent biome characterised by lightly hued plumes, typically containing barium, calcium, and silicon. These vents tend to have lower temperature plumes when compared to black smoker environments."
<http://purl.obolibrary.org/obo/ENVO_01000061>	"marine wind mixed layer"	"The upper part of the marine water column with generally uniform properties resulting from wind-driven mixing."
<http://purl.obolibrary.org/obo/ENVO_01000987>	"market"	"A part of an ecosystem where people gather for the purchase and sale of provisions, livestock, and other goods."
<http://purl.obolibrary.org/obo/ENVO_01001620>	"mass of ice and snow"	"A object which is composed primarily of water-based snow and ice."
<http://purl.obolibrary.org/obo/ENVO_03501187>	"massage therapy clinic"	"A medical clinic which is used to provide massage therapy services."
<http://purl.obolibrary.org/obo/ENVO_00000381>	"massif"	"A section of the Earths's crust that is demarcated by faults or flexures. In the movement of the crust, a massif tends to retain its internal structure while being displaced as a whole."
<http://purl.obolibrary.org/obo/ENVO_03501156>	"maternity unit facility"	"A hospital unit facility which is used to provide materinity care."
<http://purl.obolibrary.org/obo/ENVO_03501280>	"mausoleum"	"A public building constructed as a external, free-standing monument enclosing the interment space or burial chamber of a deceased person or people."
<http://purl.obolibrary.org/obo/ENVO_00000108>	"meadow ecosystem"	"A grassland ecosystem which contains a variety of annual, biennial and perennial plants growing on rolling or flat terrain."
<http://purl.obolibrary.org/obo/ENVO_00005761>	"meadow soil"	"Soil which is part of a meadow."
<http://purl.obolibrary.org/obo/ENVO_00000427>	"meander"	"A bend in a stream. A stream flowing through a wide valley or flat plain will tend to form a meanders as it alternatively erodes and deposits sediments along its course."
<http://purl.obolibrary.org/obo/ENVO_00000510>	"meander neck"	"A landform which is the narrowest part of a meander."
<http://purl.obolibrary.org/obo/ENVO_03501297>	"meat processing plant"	"A processing plant for slaughtering, processing, packaging, labelling, handling, and storing of food animal carcasses, parts of carcasses, and meat products."
<http://purl.obolibrary.org/obo/ENVO_00000250>	"medial moraine"	"A moriane formed when the inside lateral moraines of two glaciers merge together. They form a ridge down the center of the combined glaciers."
<http://purl.obolibrary.org/obo/ENVO_03501183>	"medical clinic"	"A healthcare facility which is used to provide outpatient health care services."
<http://purl.obolibrary.org/obo/ENVO_01001833>	"mediterranean biome"	"A biome which is subject to mediterranean climatic conditions."
<http://purl.obolibrary.org/obo/ENVO_01001791>	"mediterranean forest"	"A forest ecosystem which includes communities adapted to 1) hot to warm, dry summers, 2) mild to cold, rainy winters, and 3) the influence of large, usually marine, bodies of water."
<http://purl.obolibrary.org/obo/ENVO_01000199>	"mediterranean forest biome"	"A mediterranean forest in which dominant ecological communities have reached their climax successional state."
<http://purl.obolibrary.org/obo/ENVO_01001810>	"mediterranean grassland"	"A grassland which is subject to mediterranean climatic conditions."
<http://purl.obolibrary.org/obo/ENVO_01000224>	"mediterranean grassland biome"	"A subtropical grassland biome which includes communities adapted to hot to warm, dry summers, mild to cold, rainy winters, and the influence of large, usually marine, bodies of water."
<http://purl.obolibrary.org/obo/ENVO_01000229>	"mediterranean savanna biome"	"A savanna biome which is subject to mediterranean climate patterns."
<http://purl.obolibrary.org/obo/ENVO_01000047>	"mediterranean sea biome"	"The mediterranean sea biome comprises mostly enclosed seas that have limited exchange of deep water with outer oceans and where the water circulation is dominated by salinity and temperature differences rather than winds."
<http://purl.obolibrary.org/obo/ENVO_01000217>	"mediterranean shrubland biome"	"A mediterranean shrubland biome is a subtropical shrubland biome which includes communities adapted to hot to warm, dry summers, mild to cold, rainy winters, and the influence of large, usually marine, bodies of water."
<http://purl.obolibrary.org/obo/ENVO_01000208>	"mediterranean woodland biome"	"A subtropical woodland biome which includes communities adapted to hot to warm, dry summers, mild to cold, rainy winters, and the influence of large, usually marine, bodies of water."
<http://purl.obolibrary.org/obo/ENVO_03000040>	"melt pond"	"A water body which forms as a result of localised melting taking place on the surface of a glacier or a mass of sea ice and which is contained in the cavity formed by such melting."
<http://purl.obolibrary.org/obo/ENVO_00000199>	"meromictic lake"	"A lake which has layers of water which do not intermix."
<http://purl.obolibrary.org/obo/ENVO_03600043>	"meromictic pond"	"A pond which has layers of water that do not intermix."
<http://purl.obolibrary.org/obo/ENVO_00000179>	"mesa"	"An elevated area of land with a flat top and sides that are usually steep cliffs. Mesas form in areas where horizontally layered rocks are uplifted by tectonic activity."
<http://purl.obolibrary.org/obo/ENVO_00002128>	"mesophilic sulfur spring"	"A sulfur spring through which water at a temperature optimal for the growth of mesophillic microorganism (approximately 20 to 45 degrees Celsius) flows."
<http://purl.obolibrary.org/obo/ENVO_01000069>	"mesoscale marine eddy"	"Mesoscale marine eddies are characterized by currents which flow in a roughly circular motion around the center of the eddy. The sense of rotation of these currents may either be cyclonic or anticyclonic. Ocean eddies are also usually made of water masses that are different to those outside of the eddy. Marine mesoscale eddies are between about 10 and 500 km in diameter, and persist for periods of days to months. They may be formed when an ocean current develops an instability. This instability grows, causing the current to meander, and eventually an eddy is pinched off from the meander."
<http://purl.obolibrary.org/obo/ENVO_01000775>	"mesotrophic lake"	"A lake with medium nutrient levels, which allow moderate productivity."
<http://purl.obolibrary.org/obo/ENVO_00003081>	"metal contaminated soil"	"Soil which has elevated concentrations of metals."
<http://purl.obolibrary.org/obo/ENVO_00002132>	"metalimnion"	"A cline which is part of a lake and across which temperature changes rapidly with depth."
<http://purl.obolibrary.org/obo/ENVO_00000310>	"meteor impact crater"	"A crater caused by the impact of a meteor."
<http://purl.obolibrary.org/obo/ENVO_01001065>	"meteorite lake"	"A lake which is contained in a crater formed by a meteorite impact."
<http://purl.obolibrary.org/obo/ENVO_03000083>	"methane-releasing thermokarst lake"	"A thermokarst lake through which methane gas released from thawing permafrost, or other methane stores, rises and escapes to the atmosphere."
<http://purl.obolibrary.org/obo/ENVO_03501158>	"micobiology unit facility"	"A hospital unit facility which is used to provide medical microbiology services."
<http://purl.obolibrary.org/obo/ENVO_1000749>	"microcontinental island"	"An island created when a continent is rifted."
<http://purl.obolibrary.org/obo/ENVO_01000674>	"microfracture"	"A microfracture is a small fracture which is found in a portion of solid material along which further fracturing tends to occur. Microfractures are considered imperfections which to pre-exist any fractures formed by the application of stress to a material."
<http://purl.obolibrary.org/obo/ENVO_01001460>	"mid-elevation mountain"	"A mountain which has a maximum elevation between 300 and 2499 metres above sea level and slopes greater than or equal to two degrees of inclination."
<http://purl.obolibrary.org/obo/ENVO_00000406>	"mid-ocean ridge"	"An underwater mountain range, formed by plate tectonics. This uplifting of the ocean floor occurs when convection currents rise in the mantle beneath the oceanic crust and create magma where two tectonic plates meet at a divergent boundary. The mid-ocean ridges of the world are connected and form a single global mid-oceanic ridge system that is part of every ocean."
<http://purl.obolibrary.org/obo/ENVO_00010442>	"midden"	"A dump for domestic waste. A term used to describe any kind of feature containing waste products relating to day-to-day human life."
<http://purl.obolibrary.org/obo/ENVO_00000561>	"military training area"	"A region in which military personnel train."
<http://purl.obolibrary.org/obo/ENVO_00000076>	"mine"	"An excavation in the Earth for the purpose of extracting earth materials."
<http://purl.obolibrary.org/obo/ENVO_00001996>	"mine drainage"	"The outflow of water from a mine."
<http://purl.obolibrary.org/obo/ENVO_01000255>	"mineral deposit"	"A mineral deposit is a physiographic feature which has unusually high concentrations of one or more minerals."
<http://purl.obolibrary.org/obo/ENVO_00000125>	"mineral spring"	"A spring which  water contains a significant amount of dissolved minerals, that derive from the rocks through which the water flows."
<http://purl.obolibrary.org/obo/ENVO_01000431>	"mixed forest"	"A forest ecosystem which contains densely packed populations or communities of broadleaf and coniferous trees, strongly limiting light penetration to the forest floor."
<http://purl.obolibrary.org/obo/ENVO_01000198>	"mixed forest biome"	"A mixed forest in which dominant ecological communities have reached their climax successional state."
<http://purl.obolibrary.org/obo/ENVO_01000448>	"mixed grassland"	"A grassland which contains a mixture of tall and short grasses."
<http://purl.obolibrary.org/obo/ENVO_00000536>	"moatan"	"An annular depression that may not be continuous, located at the base of many seamounts, islands, and other isolated elevations."
<http://purl.obolibrary.org/obo/ENVO_03600083>	"mofetta"	"A geological fracture, found near volacnoes in the final phase of thier activity, chiefly discharging carbon dioxide and possibly other vapors."
<http://purl.obolibrary.org/obo/ENVO_00000432>	"monadnock"	"An isolated hill, knob, ridge, or small mountain that rises abruptly from a gently sloping or virtually level surrounding plain."
<http://purl.obolibrary.org/obo/ENVO_00000355>	"monogenetic volcanic field"	"A volcanic field of small, scattered volcanic vents. These volcanic fields, containing numerous monogenetic volcanoes, are noted for having only one short eruptive event. Monogenetic fields occur only where the magma supply to the volcano is low or where vents are not close enough or large enough to develop plumbing systems for continuous feeding of magma."
<http://purl.obolibrary.org/obo/ENVO_01000288>	"monomictic lake"	"A monomictic  lake is a holomictic lake which mixes from top to bottom during one mixing period each year."
<http://purl.obolibrary.org/obo/ENVO_01001836>	"montane biome"	"A biome which is subject to montane altitudinal conditions."
<http://purl.obolibrary.org/obo/ENVO_01000347>	"montane conifer woodland"	"A montane conifer woodland is a conifer woodland which is located within an altitude range that falls between mid-altitude forests and the tree line."
<http://purl.obolibrary.org/obo/ENVO_01000185>	"montane desert biome"	"A montane desert biome is a desert biome which occurs in regions elevated above sea level and which has community structure determined by elevation-dependent environmental conditions."
<http://purl.obolibrary.org/obo/ENVO_01000435>	"montane forest"	
<http://purl.obolibrary.org/obo/ENVO_01001808>	"montane grassland"	
<http://purl.obolibrary.org/obo/ENVO_01000194>	"montane grassland biome"	"A montane grassland biome is a grassland biome which occurs in regions elevated above sea level and which has community structure determined by elevation-dependent environmental conditions."
<http://purl.obolibrary.org/obo/ENVO_01000223>	"montane savanna biome"	"A montane savanna biome is a savanna biome which occurs in regions elevated above sea level and which has community structure determined by elevation-dependent environmental conditions."
<http://purl.obolibrary.org/obo/ENVO_01000216>	"montane shrubland biome"	"A montane shrubland biome is a shrubland biome which occurs in regions elevated above sea level and which has community structure determined by elevation-dependent environmental conditions."
<http://purl.obolibrary.org/obo/ENVO_00000177>	"moraine"	"An accumulation of boulders, stones, or other debris carried and deposited by a glacier."
<http://purl.obolibrary.org/obo/ENVO_03501272>	"mosque"	"A building which is a place of worship for Muslims."
<http://purl.obolibrary.org/obo/ENVO_00000180>	"mound"	"A rounded elevated area."
<http://purl.obolibrary.org/obo/ENVO_00000477>	"mount"	"A mountain or a hill."
<http://purl.obolibrary.org/obo/ENVO_00000081>	"mountain"	"A landform that extends above the surrounding terrain in a limited area."
<http://purl.obolibrary.org/obo/ENVO_00005769>	"mountain forest soil"	"Soil which is part of a forest growing on a mountain."
<http://purl.obolibrary.org/obo/ENVO_00000084>	"mountain pass"	"A lower point that allows easier access through a mountain range. A pass has the general form of a saddle between two mountains."
<http://purl.obolibrary.org/obo/ENVO_00000080>	"mountain range"	"A range of mounts which is dominated by mountains."
<http://purl.obolibrary.org/obo/ENVO_00000390>	"mountain spur"	"A spur which is part of a mountain."
<http://purl.obolibrary.org/obo/ENVO_00000479>	"mouth"	"The exit or point of discharge of a stream into another stream, lake or sea."
<http://purl.obolibrary.org/obo/ENVO_01000864>	"mouth of liquid discharge conduit"	"A site at the terminus of a liquid conveyance conduit where the liquid carried is discharged into the sea or a river."
<http://purl.obolibrary.org/obo/ENVO_03501232>	"movie theater"	"A commercial building which contains auditoria for viewing films."
<http://purl.obolibrary.org/obo/ENVO_01000497>	"mud exterior wall"	"A mud exterior wall is an exterior wall that is composed primarily of mud."
<http://purl.obolibrary.org/obo/ENVO_00000402>	"mud volcano"	"A volcano created by geologically excreted liquids and gases, although there are several different processes which may cause such activity. Temperatures are much cooler than igneous processes."
<http://purl.obolibrary.org/obo/ENVO_00005771>	"muddy soil"	"Soil which is composed of a large proportion of mud, thus having properties resembling mud."
<http://purl.obolibrary.org/obo/ENVO_01001485>	"multiple vortex tornado"	"A tornado which comprises two or more columns of spinning air rotating about their own axis and at the same time around a common center."
<http://purl.obolibrary.org/obo/ENVO_00000553>	"multipurpose dam"	"A dam constructed for more than one purpose."
<http://purl.obolibrary.org/obo/ENVO_01001379>	"mussel bed"	"A marine faunal bed which is dominated by mussels of the Mytilus or Modiolus genera either 1) resting on the sediment surface, 2)  partially embedded in the sediment, 3) attached to conspecifics (by using their byssal threads), or 4) attached to a piece of gravel in slightly gravelly fine sediments."
<http://purl.obolibrary.org/obo/ENVO_01001386>	"mussel reef"	"A marine reef which is primarily composed of self-adhered or conglomerated mussel shells."
<http://purl.obolibrary.org/obo/ENVO_00000414>	"natural arch"	"A natural formation where a rock arch forms, with a natural passageway through underneath."
<http://purl.obolibrary.org/obo/ENVO_02000144>	"natural gas processing plant"	"A refinery which is capable of processing natural gas. Natural-gas processing encompasses a range of industrial processes designed to purify raw natural gas by removing impurities, contaminants and higher molecular mass hydrocarbons to produce what is known as pipeline quality dry natural gas"
<http://purl.obolibrary.org/obo/ENVO_00000465>	"natural harbor"	"A harbor which is formed by a natural landform where a part of a body of water is protected and deep enough to furnish anchorage."
<http://purl.obolibrary.org/obo/ENVO_01001022>	"natural lake"	"A lake which has formed as the result of processes that are not or are only minimally driven by human activity."
<http://purl.obolibrary.org/obo/ENVO_02000151>	"natural nuclear fission reactor"	"A uranium deposit where self-sustaining nuclear chain reactions have occurred."
<http://purl.obolibrary.org/obo/ENVO_00000048>	"navigation canal"	"Artificial watercourse with no flow or a controlled flow used navigation."
<http://purl.obolibrary.org/obo/ENVO_01000433>	"needleleaf forest"	
<http://purl.obolibrary.org/obo/ENVO_03600067>	"neonatal intensive care unit"	"An intensive care unit (ICU) specializing in the care of ill or premature newborn infants."
<http://purl.obolibrary.org/obo/ENVO_03501160>	"neonatal intensive care unit facility"	"A hospital unit facility which is used to provide intensive neonatal medical care."
<http://purl.obolibrary.org/obo/ENVO_03501159>	"neonatal unit facility"	"A hospital unit facility which is used to provide neonatal medical services."
<http://purl.obolibrary.org/obo/ENVO_03501161>	"nephrology unit facility"	"A hospital unit facility which is used to provide nephrological medical services."
<http://purl.obolibrary.org/obo/ENVO_01000042>	"neritic epipelagic zone biome"	"The neritic epipelagic zone biome comprises the marine water column that occurs above a continental shelf and extends from the surface of the ocean to a depth of ca. 200-250m. Throughout the zone the light field tends to be asymmetrical vertically, so that the direction and elevation of the sun can still be detected. The epipelagic zone encompasses the euphotic zone and, where and when it occurs, the seasonal thermocline."
<http://purl.obolibrary.org/obo/ENVO_01000043>	"neritic mesopelagic zone biome"	"The neritic mesopelagic zone biome comprises the marine column that occurs above a continental shelf and extends from approximately 200 to 1000 m depth - the maximal depth of light penetration in all but the clearest oligotrophic ocean regions. In comparison to the epipelagic zone, dominant forms of pelagic organisms do not change very much; however, there are marked changes in species composition and the proportion of smaller-sized individuals decreases."
<http://purl.obolibrary.org/obo/ENVO_01001389>	"neritic mussel bed"	"A mussel bed which is located in benthic regions that are part of a continental shelf."
<http://purl.obolibrary.org/obo/ENVO_01001380>	"neritic mussel reef"	"A marine reef which is located on a shelf (i.e. in the neritic zone) and primarily composed of self-adhered or conglomerated mussel shells."
<http://purl.obolibrary.org/obo/ENVO_01000032>	"neritic pelagic zone biome"	"The neritic epipelagic zone biome comprises the marine water column above a continental shelf."
<http://purl.obolibrary.org/obo/ENVO_01000041>	"neritic sea surface microlayer biome"	"The neritic sea surface microlayer (SML) biome comprises the top 1000 micrometers of marine surface waters occurring above a continental shelf. It is the boundary layer where all exchange occurs between the atmosphere and the ocean. The chemical, physical, and biological properties of the SML differ greatly from the sub-surface water just a few centimeters beneath."
<http://purl.obolibrary.org/obo/ENVO_03501162>	"neurology unit facility"	"A hospital unit facility which is used to provide neurological medical services."
<http://purl.obolibrary.org/obo/ENVO_00002181>	"neutral hot spring"	"A neutral spring through which groundwater, heated by geothermal energy, flows."
<http://purl.obolibrary.org/obo/ENVO_01001897>	"neutral spring"	"A spring through which water with a neutral pH flows."
<http://purl.obolibrary.org/obo/ENVO_03000068>	"nilas"	"A sea ice floe which is thin, elastic, continuous, and of a transparent gray color, which results from the freezing of new ice."
<http://purl.obolibrary.org/obo/ENVO_00002247>	"nitisol"	"Nitisols are deep, well-drained, red, tropical soils with diffuse horizon boundaries and a subsurface horizon with more than 30 percent clay and moderate to strong angular blocky structure elements that easily fall apart into characteristic shiny, polyhedric (nutty) elements. Weathering is relatively advanced but Nitisols are far more productive than most other red, tropical soils."
<http://purl.obolibrary.org/obo/ENVO_00002271>	"nuclear power plant"	"A nuclear power plant is a power plant which uses heat generated by a radioactive decay in a nuclear reactor to convert water into steam in order to drive turbines in electrical generators through pressure."
<http://purl.obolibrary.org/obo/ENVO_02000137>	"nuclear power reactor"	"A nuclear reactor which is used as a source of power."
<http://purl.obolibrary.org/obo/ENVO_02000133>	"nuclear reactor"	"A human construction which is used to initiate and control a fission nuclear chain reaction or nuclear fusion reactions."
<http://purl.obolibrary.org/obo/ENVO_00000560>	"nuclear weapons test site"	"A weapons test site at which nuclear weapons are, or have been, tested."
